tic_id,toi,disposition,epoch_bjd,period/days,duration/hours,depth,planet_radius,stellar_radius,stteff,logg,tess_mag,label,prob_planet,rank
79748331,1064.01,CP,2458656.668478,6.4438657,1.9309449,1121.9512275,2.460344,0.737189,4803.0,4.52079,10.0059,1,0.9048914366243066,160
201248411,129.01,CP,2460205.646862,0.980972,0.5405036,6178.392421,5.9162923,0.764401,4486.0,4.49914,9.9005,1,0.9037791285913302,161
429304876,682.01,CP,2460037.259934,6.8392388,4.176,1213.0,3.74186,1.08,5085.0,3.92,9.2231,1,0.9036289359796152,162
317548889,480.01,CP,2458469.562003,6.8659582,3.455761,334.0145589,2.8144915,1.5000401,6212.63,4.438,6.7799,1,0.9033438372540757,163
142276270,1136.02,CP,2460366.026514,6.2586065,3.201,813.0,2.51593,0.98,5729.0,4.47,8.9361,1,0.9033138816964031,164
193641523,824.01,CP,2458597.813432,1.3929721,1.0799517,1576.0776119,2.9539057,0.729635,4452.0,4.49909,10.0732,1,0.9032284006746691,165
120896927,402.02,CP,2459118.955569,17.1807214,2.1004813,680.1385904,2.1954034,0.841842,5175.2,4.37657,8.3157,1,0.9030143639302808,166
303432813,5076.01,CP,2460250.881084,23.4428912,4.392,1623.0,3.02618,0.85,4794.4,4.47,9.9909,1,0.9026920660046505,167
379929661,625.01,CP,2459979.75103,4.786958,4.936,8390.0,18.0112,1.91,7668.6,4.13,9.6129,1,0.9025697856204167,168
28900646,1685.01,CP,2459910.938093,0.6691449,0.9921631,1254.3711932,1.9200407,0.462408,3457.0,4.7705,11.1117,1,0.9020278318732493,169
280655495,3364.01,CP,2459990.15956,5.8769438,4.5933803,7168.7849256,12.3925008,1.4484,5805.0,4.13,10.8137,1,0.9015621520548804,170
170729775,2449.01,CP,2459186.901539,16.6542431,7.792,10168.0,11.9082,1.08,6054.0,4.43,9.8999,1,0.9015132735243149,171
264678534,1611.01,CP,2460643.486453,16.2016817,2.792,885.0,2.38101,0.78,5071.0,4.58,7.5825,1,0.9014708867400145,172
94986319,421.02,CP,2458441.280669,5.1976858,1.8810737,437.4376044,1.9257346,0.860124,5718.0,4.35658,9.2711,1,0.9012704753101792,173
377064495,561.03,CP,2458521.899814,25.7122157,5.9710228,1151.454738,2.8781392,0.840576,5391.0,4.52526,9.5273,1,0.901158036073774,174
180695581,1807.01,CP,2459664.070547,0.54937,0.883,370.0,1.53904,0.74,4612.99,4.56172,9.0363,1,0.9010730113920409,175
14336130,1716.01,CP,2460298.678071,8.082354,3.284,559.0,2.72432,1.24,5878.6,4.28,8.82897,1,0.90088946547924,176
388076422,6034.01,CP,2459883.905467,2.5761796,1.5879379,49904.2528728,12.1450869,0.497905,3628.0,4.73924,13.2297,1,0.9008263130131782,177
306996324,776.02,CP,2458571.415963,8.2466133,2.4120909,1071.2067848,1.7687315,0.533024,3806.0,4.73575,9.73597,1,0.9002531556096189,178
113921235,6982.01,CP,2459518.397405,59.8473992,4.3696664,11392.7507656,11.7556773,1.09215,5765.3,4.38,11.3281,1,0.9002318628231041,179
229455001,1744.01,CP,2460623.320439,22.3417286,2.582,472.0,2.54102,1.14,6179.0,4.3969,9.01932,1,0.8996989693589484,180
368287008,2015.01,CP,2459712.928909,3.3491408,1.207,7210.0,5.37673,0.32,3223.0,4.89993,12.8387,1,0.8971883924768226,181
407126408,913.01,CP,2458625.210727,11.099348,3.2464373,1159.3892018,2.4827074,0.732535,4948.0,4.60394,9.6181,1,0.8970326706140261,182
200723869,257.01,CP,2459121.270086,18.3877081,6.405153,1191.0283192,6.3790962,1.76557,6382.7,4.05,7.0286,1,0.8959432557870556,183
409794137,1478.01,CP,2459982.236347,10.1802014,4.613,11500.0,12.3422,1.04,5623.0,4.4,10.2042,1,0.8959043313665134,184
377064495,561.01,CP,2460273.231624,10.778833,3.416,1130.0,2.6584,0.84,5391.0,4.52526,9.5273,1,0.8957049462526601,185
142748283,2096.02,CP,2458687.53823,6.3878202,1.4551851,5857.0164704,2.041471,0.247331,3285.0,4.98992,13.4764,1,0.8951687438820272,186
359271092,741.01,CP,2460006.41417,7.5768334,2.073,289.0,0.867887,0.53,3766.0,4.75957,7.66874,1,0.8950007354315498,187
440887364,836.02,CP,2459355.705342,3.8167262,1.602,580.0,1.69257,0.69,4476.0,4.58156,8.6486,1,0.8945444097108406,188
