tic_id,toi,disposition,epoch_bjd,period/days,duration/hours,depth,planet_radius,stellar_radius,stteff,logg,tess_mag,prob_planet,rank
7217088,K06849.01,PC,2454972.58304,12.54474243,1.24,263.1,1.88,1.159,5767.0,4.316,15.082,0.7752899534321271,436
8328916,K04790.01,PC,2454965.5345,6.07855,3.408,102.7,1.14,1.114,6119.0,4.346,14.458,0.7750041849703759,437
5384713,K03444.03,PC,2454965.31984,2.63595435,1.309,93.7,0.5,0.529,3705.0,4.721,13.693,0.7741405802655338,438
5613330,K00649.02,PC,2454973.6805,10.2090268,6.264,36.7,0.92,1.524,6188.0,4.196,13.31,0.7740535754841393,439
5008245,K03770.01,PC,2454964.84844,2.60720833,2.6452,3149.7,7.31,1.236,6366.0,4.352,14.103,0.7732179901818277,440
12602314,K02853.01,PC,2454964.60897,1.407020118,1.3766,181.9,1.12,0.849,5022.0,4.485,14.946,0.7729900356322746,441
10745365,K04405.01,PC,2454972.6051,8.9172863,4.468,196.3,1.39,0.986,6210.0,4.467,14.671,0.7723819281130325,442
9413156,K04700.01,PC,2454968.08701,3.83488354,2.026,243.0,1.2,0.775,5515.0,4.592,15.972,0.7720643355451742,443
5003670,K04524.03,PC,2454967.15098,3.33930957,2.597,91.3,1.2,1.006,5700.0,4.434,14.955,0.7716714558217969,444
7289317,K02450.02,PC,2454970.2737,7.1931193,2.935,125.6,1.12,1.008,5518.0,4.4,14.834,0.7695745607576474,445
11870545,K01510.01,PC,2455011.354,0.839961456,1.3008,492.9,1.63,0.718,4932.0,4.618,15.929,0.7694647789955721,446
6369131,K04554.01,PC,2454965.649,8.0772455,7.272,79.2,2.61,2.032,5684.0,3.915,14.579,0.7691278532763463,447
9828127,K04192.02,PC,2454983.635,32.0273169,5.144,161.7,1.14,0.909,5505.0,4.501,15.004,0.768941910853099,448
7449554,K02357.02,PC,2454964.50051,15.9042402,2.093,444.8,3.79,1.53,5583.0,4.077,15.61,0.768491273110633,449
9267996,K03431.01,PC,2454971.5631,19.6001405,8.613,282.0,2.08,0.932,6003.0,4.507,13.874,0.7663013494604957,450
8700895,K04523.01,PC,2454964.6745,5.68251605,3.479,81.2,1.03,1.157,5753.0,4.319,14.878,0.7662654488158707,451
3937814,K04084.02,PC,2454967.68026,10.72900793,0.696,404.3,1.78,0.876,5375.0,4.541,15.188,0.7651635984766813,452
5978559,K02321.02,PC,2454975.0377,36.2530992,4.73,152.1,1.43,1.081,6002.0,4.424,14.71,0.7651085813353173,453
8973285,K04782.01,PC,2454970.493,7.4213444,2.361,315.9,1.73,0.973,6032.0,4.485,15.85,0.7637851979841873,454
10920281,K08037.01,PC,2454966.63577,3.65034525,1.527,253.2,0.72,0.45,3704.0,4.797,15.519,0.7636344906286706,455
7466270,K02959.01,PC,2454973.23012,16.1558656,3.798,731.3,2.04,0.53,4504.0,4.713,15.771,0.7625512904011511,456
10525077,K05800.01,PC,2454968.9925,11.006795,5.112,146.4,1.34,1.047,6091.0,4.424,15.355,0.7599563212573563,457
4912650,K05098.01,PC,2454985.8425,100.345648,7.939,372.3,1.57,0.8,5180.0,4.548,14.855,0.7580050411110615,458
4172805,K04427.01,PC,2455076.95262,147.661729,6.207,1087.8,1.59,0.49,3788.0,4.774,15.645,0.7578299879111606,459
9712350,K02613.01,PC,2454991.06744,51.5738653,2.784,900.7,2.41,0.813,5380.0,4.581,15.96,0.7570711045931481,460
7094944,K04859.01,PC,2454968.0995,7.5019743,2.582,248.0,1.19,0.758,4807.0,4.546,15.562,0.7568264742444528,461
5039228,K01597.01,PC,2454967.42081,7.79668781,4.6699,361.3,2.44,1.276,6521.0,4.352,12.681,0.7558579499925169,462
5374838,K05155.01,PC,2455063.05245,230.180357,13.436,3689.3,7.57,1.246,6313.0,4.364,15.469,0.7557718583414105,463
10794974,K04235.01,PC,2455003.08058,66.6434565,2.385,277.3,2.99,1.164,5751.0,4.339,13.224,0.7552575805413618,464
7976520,K00687.01,PC,2455004.98866,4.17838675,2.123,316.0,3.13,1.687,5746.0,4.039,13.813,0.7551359391994852,465
12555616,K07540.01,PC,2454983.728,21.980467,4.78,96.0,0.92,0.936,5573.0,4.418,13.852,0.7548418201195998,466
7515336,K04663.01,PC,2454964.5761,5.65690281,3.583,32.2,0.74,1.32,5687.0,4.191,12.715,0.7537937287180145,467
6140059,K04123.01,PC,2454970.942,44.6226725,12.974,131.9,1.73,1.239,6198.0,4.252,13.519,0.7534167052573053,468
12156930,K08076.01,PC,2455009.7154,71.10684,6.933,128.4,1.42,1.224,6339.0,4.315,13.74,0.7530794984052053,469
9602613,K02612.02,PC,2454964.94317,7.57299816,2.645,30.2,0.53,0.961,5495.0,4.442,11.83,0.7528545964232998,470
6026737,K02949.02,PC,2454967.80628,3.75030469,3.246,35.5,0.87,1.339,5866.0,4.191,13.313,0.7493215753337853,471
3529290,K03340.01,PC,2454965.8453,8.9539656,4.898,70.4,0.84,0.947,6168.0,4.452,13.776,0.7491513445931788,472
8552202,K00914.01,PC,2455002.73814,3.886655224,3.1646,581.6,1.87,0.738,5662.0,4.61,15.371,0.7490445275659862,473
7733731,K04022.01,PC,2454968.14503,4.85819429,5.356,76.3,2.04,2.326,6109.0,3.78,13.269,0.7483511055787827,474
2716979,K06291.01,PC,2454970.7004,8.8324193,2.252,74.1,0.98,1.133,6060.0,4.29,13.303,0.7481848959515798,475
5175024,K02563.02,PC,2454966.2299,6.2614227,4.779,51.4,0.81,1.121,6384.0,4.361,13.973,0.7474853099081459,476
9479306,K04906.01,PC,2454968.76776,4.8608059,1.966,252.1,1.21,0.757,5541.0,4.6,15.933,0.7459436099609866,477
7907808,K04109.01,PC,2454965.09997,0.655939788,1.318,73.0,1.48,1.755,4968.0,3.924,14.511,0.7449817344035573,478
11773328,K01906.01,PC,2454967.614376,8.710442022,0.9425,1196.4,3.61,0.809,5416.0,4.575,14.816,0.7443234997090293,479
7375348,K00266.02,PC,2454993.15905,47.7439509,2.99,96.9,1.74,1.292,5949.0,4.272,11.472,0.7442188119342067,480
12885212,K02184.02,PC,2455059.921,95.906433,4.08,836.2,2.17,0.736,4620.0,4.564,15.504,0.7434993111608406,481
9018021,K05600.01,PC,2454967.637329,17.168095,13.04,143.1,4.81,1.907,5053.0,3.824,14.498,0.7424063690038308,482
6290935,K04302.01,PC,2454965.1648,5.53312006,3.486,53.1,1.05,1.425,6170.0,4.15,13.591,0.7419072332030281,483
10904004,K02957.01,PC,2454966.67436,4.64490141,2.456,106.4,0.76,0.77,4786.0,4.54,14.48,0.7418224568192388,484
3122872,K03203.01,PC,2454969.55813,96.81647,10.227,164.7,3.19,2.467,6404.0,3.793,11.816,0.7405178337341458,485
10658177,K05817.01,PC,2455050.1521,113.083522,10.315,130.7,1.59,1.4,5903.0,4.179,13.336,0.7378959775080023,486
7106173,K03083.02,PC,2454968.2369,6.2321233,2.85,31.7,0.61,1.084,5843.0,4.421,12.857,0.7357251610397553,487
6041734,K02167.02,PC,2455192.007,6.95787,4.537,182.3,1.39,1.025,6240.0,4.406,15.28,0.7335723262585171,488
11825996,K07483.01,PC,2454965.8922,16.9163386,2.521,64.2,0.68,0.81,5628.0,4.513,13.132,0.7331034690294975,489
3529290,K03340.02,PC,2454976.55218,13.7281373,5.304,106.6,1.06,0.947,6168.0,4.452,13.776,0.7327735297980169,490
6276791,K04477.01,PC,2454968.9927,5.30179786,2.24,197.2,1.22,0.864,5749.0,4.547,15.466,0.732226458795165,491
11019739,K07400.01,PC,2454965.85855,4.15736472,2.217,200.7,1.09,0.782,5183.0,4.558,15.517,0.7312105952499948,492
6350031,K05267.01,PC,2454968.756,5.1779065,5.366,129.5,2.93,2.589,5921.0,3.766,14.326,0.7311733517257025,493
9938836,K07978.01,PC,2454968.9348,7.2681817,4.985,46.7,1.66,2.219,6297.0,3.89,13.729,0.7309686075994911,494
9703198,K00469.01,PC,2455007.608213,10.32906563,1.44,2309.8,6.17,1.049,6228.0,4.441,14.711,0.7293252584059201,495
6200810,K03397.01,PC,2454980.5086,35.8754482,3.972,366.7,2.35,1.218,6559.0,4.357,15.353,0.7285777679546896,496
4049901,K02295.01,PC,2454965.11774,16.2908527,3.176,44.1,0.52,0.797,5425.0,4.549,11.671,0.7281566850686672,497
4048898,K07678.01,PC,2454976.75198,13.0914878,2.037,37.5,0.79,1.288,5919.0,4.238,11.993,0.7266109329651976,498
8374077,K06179.01,PC,2454966.6205,16.2957847,5.16,409.8,2.13,1.012,6063.0,4.476,15.735,0.7265384401718947,499
9008103,K03283.02,PC,2454975.80267,20.5718107,3.399,379.0,1.34,0.708,4922.0,4.624,15.322,0.7256237321951378,500
2860866,K01103.01,PC,2455189.23415,90.1240507,11.649,3020.3,7.12,1.215,6520.0,4.375,14.96,0.7247890724756397,501
7949593,K04759.01,PC,2454979.6886,17.7662938,3.079,181.1,1.54,0.946,5724.0,4.495,14.971,0.7247593017895716,502
3115833,K00797.01,PC,2455010.141891,10.181584004,3.5089,5741.1,7.73,0.836,5988.0,4.541,15.657,0.7216436336925893,503
9017682,K01630.01,PC,2454971.13638,11.30507984,3.989,278.4,1.4,0.844,5705.0,4.556,15.152,0.7202570958469848,504
9773980,K04691.01,PC,2454966.93645,3.3879165,1.818,78.6,1.09,1.245,5702.0,4.247,14.491,0.7156544123033671,505
3751118,K05004.01,PC,2455027.152,103.363691,6.012,359.1,2.0,1.022,5762.0,4.461,14.505,0.7137207092162311,506
3758499,K05007.02,PC,2454969.6708,80.881757,12.568,142.7,2.27,1.885,5934.0,3.945,13.698,0.7116947850967109,507
2716801,K03053.02,PC,2454967.7294,9.4767057,3.893,230.5,1.38,0.914,5911.0,4.519,15.761,0.710900976073837,508
11392362,K08053.01,PC,2454968.9226,9.9105786,5.945,99.5,1.19,1.076,6214.0,4.442,14.863,0.7104964752462137,509
11702948,K01465.01,PC,2454968.584899,9.771462706,1.767,6933.2,10.15,0.853,5812.0,4.551,14.245,0.7104787871797938,510
9457728,K04637.01,PC,2454966.99121,4.37992345,4.949,15.5,0.81,1.918,6311.0,3.993,10.438,0.710444824527591,511
7446631,K02598.01,PC,2454976.98764,29.2254372,5.293,174.1,1.35,1.008,6049.0,4.461,14.162,0.7103855637613856,512
5184911,K02719.02,PC,2454965.2417,106.25976,6.101,354.0,1.5,0.823,4827.0,4.508,15.141,0.7070835612638051,513
2310993,K04938.01,PC,2454980.7141,55.180772,9.791,474.6,2.37,1.076,6306.0,4.426,15.551,0.7049111518856951,514
10917433,K03248.01,PC,2454965.15638,6.91261536,2.359,34.4,0.64,1.044,5761.0,4.383,12.419,0.7047405140343158,515
1724719,K04212.02,PC,2454965.3351,10.0989634,6.428,57.0,1.03,1.318,6174.0,4.244,13.96,0.7043824273773966,516
9958387,K02677.01,PC,2455029.97103,237.787237,10.509,1627.7,9.91,1.853,5185.0,3.936,13.46,0.7027790660431563,517
5531694,K00647.02,PC,2454965.8253,8.1134681,4.961,40.5,0.92,1.409,6011.0,4.123,13.55,0.7026605108490529,518
6842807,K02921.01,PC,2454970.33276,16.6146221,2.706,361.2,1.49,0.8,5295.0,4.548,15.46,0.7011869090962045,519
11923213,K05943.01,PC,2454984.86606,27.2020672,1.811,180.3,1.87,1.396,5869.0,4.175,14.172,0.7002140355134514,520
8493354,K04505.01,PC,2454971.31266,18.0071438,5.401,80.8,1.05,1.167,6173.0,4.314,13.615,0.698758973040901,521
5552562,K04495.01,PC,2454968.63378,5.93218209,4.507,205.3,1.39,0.977,5843.0,4.474,15.466,0.6983356458877992,522
11922778,K03408.01,PC,2455009.2733,65.427645,9.404,319.0,1.65,0.926,6014.0,4.504,14.821,0.6979957458258953,523
10290021,K07305.01,PC,2454964.9326,3.72920972,5.012,14.4,0.8,2.05,6215.0,3.955,9.976,0.6978459844749068,524
7107802,K02420.02,PC,2454966.42478,5.4675514,3.283,87.2,1.07,1.151,5557.0,4.288,14.746,0.6973257218277296,525
6628926,K06746.01,PC,2454967.2733914,2.564012541,0.9433,2551.9,7.27,1.428,6274.0,4.139,14.121,0.694996279178732,526
12266636,K01522.02,PC,2454967.6826,12.654896,4.325,100.6,1.02,1.022,5833.0,4.407,14.264,0.6940222176124483,527
2302997,K07630.01,PC,2454967.7404,16.2982201,2.558,199.0,0.78,0.521,3905.0,4.736,14.709,0.6935777911547145,528
9655711,K06209.01,PC,2454967.79818,12.7143635,3.101,524.8,2.2,0.962,5947.0,4.481,16.154,0.6933094773475776,529
4544670,K00815.01,PC,2455005.633252,34.84398644,2.9315,4523.6,7.61,0.871,5509.0,4.482,15.684,0.6931555592361576,530
9011877,K05597.01,PC,2454966.86539,7.77710639,3.418,77.4,0.73,0.851,5073.0,4.481,13.725,0.6927197136572618,531
3329204,K01095.01,PC,2455036.979914,51.59809554,2.0153,5869.2,6.57,0.859,5681.0,4.551,15.617,0.6910895897812622,532
6144039,K04602.01,PC,2454965.28415,2.85855049,2.341,85.4,1.23,0.964,5441.0,4.415,14.636,0.6893874298521061,533
4466677,K01338.03,PC,2454965.6336,21.0112068,4.507,163.6,1.4,0.96,5823.0,4.427,14.609,0.6881562648306961,534
2449245,K06274.01,PC,2454978.8085,18.1772927,4.703,213.1,1.5,1.026,6158.0,4.455,15.324,0.6874633664976405,535
10090854,K05762.01,PC,2454969.70398,12.63063129,2.212,300.8,1.37,0.798,5579.0,4.58,15.633,0.6852532161396109,536
6221385,K06145.03,PC,2454970.561,7.3138454,2.273,247.7,2.73,1.485,6486.0,4.136,14.263,0.6839171633089386,537
9886361,K02732.04,PC,2454979.7938,24.5607107,8.679,55.2,1.13,1.499,6170.0,4.192,12.805,0.6837260102249006,538
12416597,K04895.01,PC,2454972.2206,12.460565,3.903,143.9,1.1,0.933,5435.0,4.453,14.732,0.6823133465173198,539
11030475,K02248.03,PC,2454965.78371,0.76196247,1.282,190.2,1.08,0.787,5167.0,4.555,15.498,0.6794192893692093,540
6436029,K02828.02,PC,2455291.07755,505.462916,10.127,1724.0,3.46,0.833,4817.0,4.499,15.768,0.6793478176931127,541
10140274,K04334.01,PC,2454966.53724,2.44232399,1.921,229.0,1.1,0.738,4849.0,4.561,15.849,0.678959841457505,542
11970050,K04893.01,PC,2454971.0427,6.58753699,2.043,232.1,1.51,0.993,6014.0,4.486,15.652,0.6771079131234243,543
8391983,K07884.01,PC,2454964.97695,0.70965042,1.318,223.4,1.49,1.002,5618.0,4.373,15.444,0.6769732128805195,544
6947668,K03455.01,PC,2454966.0972,14.0545718,4.066,274.3,1.45,0.88,5783.0,4.539,15.802,0.676921258635272,545
5683219,K08257.01,PC,2454971.7888,9.4609418,4.888,47.5,0.54,0.788,5485.0,4.5,13.413,0.6761600550473815,546
11656918,K01945.02,PC,2454969.19429,17.1181036,1.29,167.7,1.22,0.929,5576.0,4.515,14.52,0.6756270686125365,547
7191646,K04358.01,PC,2455057.9874,106.957467,7.006,539.6,2.4,0.969,6075.0,4.486,15.716,0.6746986058016954,548
4857058,K03061.02,PC,2454993.9193,77.915425,8.274,178.8,1.17,0.874,5135.0,4.464,14.316,0.6745656434264329,549
7730747,K00684.01,PC,2455005.257813,4.034914368,1.7874,800.1,6.95,1.793,5548.0,3.964,13.831,0.6739358893998665,550
9947653,K04647.02,PC,2454974.7017,12.008552,4.613,76.6,2.08,1.964,5303.0,3.87,13.726,0.6735270788491265,551
10352333,K03991.01,PC,2454964.530377,1.570592397,0.623,214.4,1.37,0.921,5519.0,4.431,13.14,0.6733283997075533,552
11856178,K06246.01,PC,2454972.9861,9.13315062,2.1557,231.2,1.48,0.964,6122.0,4.487,11.767,0.6717339716936286,553
5730445,K02189.01,PC,2454970.57061,33.35859852,2.286,1825.9,4.44,0.799,5009.0,4.515,15.253,0.6713131767024705,554
10680424,K07361.01,PC,2454964.7203,0.92623983,1.267,411.4,1.16,0.591,4494.0,4.692,16.28,0.6705297675692758,555
11241560,K07426.01,PC,2454968.55021,6.96197304,2.806,151.3,0.97,0.814,5008.0,4.506,15.352,0.6694708201753803,556
2997459,K04389.01,PC,2454965.20816,16.3368863,3.597,225.9,1.27,0.859,5410.0,4.49,15.05,0.6686736616387595,557
5900235,K03426.01,PC,2455007.775,58.7701045,6.995,224.4,1.57,1.013,6158.0,4.397,14.324,0.6683341972592727,558
9513168,K07182.01,PC,2454969.5231,6.853888,2.561,653.8,1.74,0.684,4199.0,4.609,16.538,0.6670155166980622,559
3355104,K04975.01,PC,2455004.94782,47.0628978,1.545,1647.0,4.1,0.897,5838.0,4.529,15.706,0.6670127142247105,560
8105719,K05476.01,PC,2455035.2788,148.179343,12.733,466.6,2.52,1.183,5635.0,4.278,15.563,0.665439758623381,561
6527078,K04657.02,PC,2454968.54229,10.4314847,2.09,59.1,0.77,0.774,5361.0,4.588,13.241,0.6651103039489226,562
5457326,K04508.01,PC,2454966.08978,2.49915311,1.803,179.2,1.02,0.72,4705.0,4.572,15.352,0.6649580026820975,563
3440978,K02288.01,PC,2454994.08647,38.103908,3.837,961.1,4.08,0.771,5250.0,4.522,15.469,0.6644836522641555,564
8702537,K07905.01,PC,2454970.1908,7.4751841,5.166,28.1,0.85,1.602,5616.0,3.98,13.075,0.6642919452918967,565
6186182,K04496.01,PC,2454977.86825,96.384483,5.253,591.0,2.41,1.0,5919.0,4.485,15.602,0.6617016276368773,566
8827930,K03801.01,PC,2455207.79958,288.3128666,5.419,11181.0,13.21,1.22,5672.0,4.252,15.999,0.6581350468503595,567
11622985,K02550.01,PC,2454977.27756,18.0243482,3.575,441.2,1.98,0.91,5955.0,4.52,15.419,0.6579662188914991,568
8773015,K04301.02,PC,2454967.14866,6.31915999,3.465,34.4,1.04,1.706,6254.0,4.019,13.096,0.6578133106387859,569
11026304,K01420.01,PC,2455196.086742,13.35151248,3.6045,3308.8,4.44,0.754,4843.0,4.562,15.825,0.6576903034952011,570
11967788,K04021.01,PC,2454966.12054,7.23531329,3.338,112.2,1.53,1.421,6422.0,4.219,13.166,0.6568866083603241,571
6131130,K03307.01,PC,2454972.66432,10.5071781,2.68,271.8,1.41,0.865,5290.0,4.46,15.654,0.6567133833619928,572
6867555,K02439.02,PC,2454971.8271,7.5017934,4.271,134.8,1.32,1.125,6321.0,4.417,15.438,0.6558626401709173,573
9845909,K03354.01,PC,2454969.28577,11.5706005,3.073,211.9,1.33,0.9,5718.0,4.479,15.089,0.654911980592366,574
8248103,K07002.01,PC,2454967.64407,4.83014159,0.957,192.0,1.3,0.939,5693.0,4.467,14.991,0.6548714921876118,575
8628665,K03434.01,PC,2454974.20764,10.2856373,3.043,134.9,1.24,1.06,5841.0,4.409,14.951,0.654278471393862,576
7583650,K04614.01,PC,2454968.5436,6.4546845,3.071,69.9,1.38,1.362,6474.0,4.243,13.784,0.6539114253536724,577
6879183,K05333.01,PC,2454982.1769,20.5477769,4.634,253.8,1.67,1.057,5922.0,4.429,15.529,0.653322375025893,578
5602588,K02369.02,PC,2455006.3097,6.3143447,2.796,191.4,1.34,0.969,6075.0,4.486,15.832,0.6505654470876105,579
8525101,K05532.01,PC,2454969.5139,24.6777128,5.088,131.3,6.04,5.058,4995.0,3.118,13.434,0.6505470041293359,580
8043638,K00460.02,PC,2454983.0591,36.0484798,5.763,127.6,1.24,1.1,5602.0,4.33,14.743,0.6473523372127099,581
5787131,K02927.01,PC,2454967.8181,24.4359956,6.254,496.6,2.31,1.035,6197.0,4.449,15.849,0.6468343101762197,582
10027861,K05758.01,PC,2454999.0094,102.493119,2.814,636.1,2.7,0.791,5166.0,4.583,15.142,0.6454001654753746,583
3340165,K04972.01,PC,2454982.1087,26.092284,6.623,122.4,1.35,1.214,6346.0,4.362,13.98,0.6446331878104866,584
9425139,K01411.01,PC,2455127.06794,305.0762469,6.255,4042.8,7.82,1.155,5716.0,4.348,13.377,0.6443431126585065,585
6543893,K01627.03,PC,2454966.7492,3.80675878,2.092,231.9,2.75,1.797,6068.0,4.04,15.767,0.6442626634467418,586
6268648,K01613.03,PC,2454979.5069,20.605501,3.793,37.1,0.85,1.308,6099.0,4.193,11.049,0.6436651763622349,587
1429589,K04923.01,PC,2454977.4713,38.168652,5.086,90.6,1.4,1.465,6164.0,4.117,13.195,0.6427901771941857,588
4813750,K05088.01,PC,2454998.7659,49.1782244,5.8,449.0,1.79,0.839,5674.0,4.473,15.527,0.6415459036469595,589
9456281,K04207.01,PC,2454965.00161,0.701944362,0.641,210.8,0.8,0.539,4236.0,4.698,15.397,0.6397344973308243,590
3346543,K06329.01,PC,2454976.7236,12.4701111,3.616,89.7,2.06,2.109,5623.0,3.877,14.024,0.6396092961820133,591
10907307,K08217.01,PC,2455233.0395,277.25118,8.742,1517.4,5.02,1.048,6046.0,4.357,12.349,0.6392025399322238,592
8494263,K01255.01,PC,2455262.37454,78.9257421,7.5193,17972.0,11.9,0.882,5750.0,4.538,15.913,0.6375037082706907,593
11959893,K05945.01,PC,2454995.1513,40.7282314,13.677,221.8,4.58,2.231,6531.0,3.936,12.717,0.6370324384678797,594
4366323,K03258.01,PC,2454986.40933,40.3511707,3.97,533.5,1.88,0.82,5665.0,4.568,15.676,0.6358597715845031,595
4276716,K01619.01,PC,2454965.01229,20.6654374,3.172,100.4,0.66,0.676,4830.0,4.605,11.759,0.6353848133706147,596
9697131,K02706.01,PC,2454964.55889,3.09756897,4.588,83.3,1.75,1.885,6329.0,4.026,10.268,0.6346247427102032,597
11672354,K07471.01,PC,2454964.8704,5.29655591,3.93,135.4,1.3,1.1,6268.0,4.429,15.591,0.6344314735871407,598
3758922,K04853.01,PC,2454977.3554,17.7412303,4.816,144.7,1.14,0.956,5817.0,4.491,14.641,0.6344029885660306,599
5710069,K03396.01,PC,2454979.8338,36.2580749,5.917,380.3,1.82,0.848,5818.0,4.554,15.553,0.6343904497471736,600
11769689,K04551.01,PC,2454968.6498,14.7179342,5.844,132.3,1.25,1.018,6102.0,4.449,14.654,0.6337361105359388,601
4472818,K03878.02,PC,2454965.60166,15.3573445,1.634,117.1,1.42,0.986,5818.0,4.464,12.72,0.6317841192868963,602
8590149,K06182.02,PC,2454981.2364,28.684308,4.64,282.3,1.35,0.821,5243.0,4.49,15.099,0.6314017891992233,603
6106046,K07762.01,PC,2454968.8115,8.5073512,2.266,209.5,1.38,0.955,5914.0,4.483,15.33,0.6302775331917644,604
6520753,K04504.02,PC,2454968.1862,8.119343,3.558,350.4,1.5,0.81,5490.0,4.557,15.956,0.6293965720972164,605
7663405,K01519.02,PC,2454985.9919,57.132855,4.958,414.1,1.81,0.904,5157.0,4.445,15.369,0.6287947627365525,606
7098255,K04762.01,PC,2454965.25385,11.56722589,2.507,373.7,1.29,0.691,4597.0,4.59,15.674,0.6280326397784156,607
10549902,K04826.01,PC,2454965.24561,1.141148847,1.629,73.1,1.67,1.989,5438.0,3.916,14.58,0.6276577825849476,608
7770901,K05426.01,PC,2454966.7933,124.887214,8.599,176.5,1.78,1.234,6103.0,4.209,13.701,0.6273317972808694,609
11288492,K07434.01,PC,2454967.40102,5.704593,1.149,129.9,0.95,0.832,5523.0,4.566,14.572,0.6266521615559076,610
10989620,K05849.01,PC,2454972.0225,21.512259,4.337,131.3,1.13,0.997,5611.0,4.424,14.489,0.626187959694248,611
3109550,K03225.01,PC,2454966.29167,4.8754765,1.902,39.6,0.8,1.286,5513.0,4.179,12.207,0.6246249712428151,612
8226050,K01910.02,PC,2454968.4745,18.3848331,3.545,151.8,1.15,0.872,5083.0,4.468,14.685,0.6215680335616677,613
5651846,K04827.01,PC,2454986.83296,31.1920226,2.849,447.8,1.65,0.777,5675.0,4.554,15.401,0.6209138451026781,614
6839010,K04674.01,PC,2454967.81488,4.84350003,3.045,50.2,0.9,1.056,5762.0,4.348,13.59,0.6207324080964801,615
10916600,K02623.02,PC,2454967.3954,4.02664625,3.771,30.0,0.68,1.238,6187.0,4.341,13.383,0.6194183668493923,616
7625138,K05406.01,PC,2454964.78147,5.71966537,3.938,19.1,0.82,1.865,6356.0,3.985,11.331,0.6190335920362356,617
9655711,K06209.02,PC,2454971.92566,7.72966941,2.091,426.7,2.1,0.962,5947.0,4.481,16.154,0.6171530734154667,618
8098960,K06966.01,PC,2454971.47733,8.47484677,2.067,217.8,1.35,0.785,5564.0,4.587,15.381,0.6171370834235627,619
9532603,K05688.01,PC,2454965.8686,14.5555096,2.07,725.0,2.03,0.738,5176.0,4.612,16.897,0.6168584612977496,620
8259713,K02935.01,PC,2454967.51369,27.8813154,6.346,209.2,1.54,1.055,6434.0,4.414,13.603,0.6168248155112172,621
11904734,K01764.01,PC,2454965.682519,12.681733929,1.6866,5879.1,7.25,0.701,4976.0,4.577,15.303,0.615841210404899,622
10747162,K05826.01,PC,2454969.05488,30.561533,2.227,585.7,1.53,0.664,4294.0,4.609,15.871,0.6154676456188596,623
5513648,K01962.01,PC,2454966.51202,32.85862571,3.1483,162.8,2.31,1.414,5899.0,4.135,10.77,0.6147197004078325,624
11032748,K08039.01,PC,2454977.143,43.9438891,5.26,154.8,1.12,0.875,6008.0,4.537,14.685,0.6114416768602251,625
6697605,K02851.02,PC,2454964.85254,1.23935745,1.683,150.9,1.5,0.966,5370.0,4.411,15.472,0.6098357025763516,626
8803757,K04904.01,PC,2454965.36207,3.5944891,2.557,89.9,0.98,1.046,5523.0,4.364,15.033,0.6097027397431845,627
6307083,K02050.02,PC,2454967.35285,3.17796408,0.542,47.7,0.74,0.841,5061.0,4.488,12.218,0.6096647097989624,628
7887791,K01964.01,PC,2454966.09423,2.229326354,1.9946,49.1,0.6,0.865,5587.0,4.525,10.687,0.6086125441473915,629
5780855,K04443.01,PC,2454967.91027,5.67577999,3.554,51.2,1.22,1.438,6681.0,4.233,13.802,0.607680319244478,630
6467363,K02840.02,PC,2454970.3391,7.4464635,4.084,78.0,0.77,0.848,5676.0,4.474,13.884,0.6062942780630647,631
7747091,K05418.01,PC,2454966.9655,14.2673439,3.171,217.5,1.21,0.837,5475.0,4.567,15.181,0.6056585144370304,632
10388451,K07319.01,PC,2454975.9943,17.1677675,2.975,335.1,0.97,0.526,3761.0,4.724,15.929,0.6038816795018672,633
9579641,K00115.03,PC,2454965.6624,3.43591631,3.133,23.2,0.55,1.087,5779.0,4.339,12.791,0.603417746344927,634
3553900,K04992.01,PC,2454975.34553,12.5747207,2.896,323.3,1.45,0.774,5654.0,4.59,15.133,0.6033384313922734,635
11655826,K04643.01,PC,2454964.50752,5.59346375,1.668,236.5,1.43,0.933,5874.0,4.498,15.308,0.6032625244645111,636
5816144,K06137.01,PC,2454973.8987,12.4970599,3.877,180.0,1.44,1.021,6174.0,4.445,14.191,0.6031717871756833,637
2443393,K02603.01,PC,2455035.7848,73.711039,10.062,136.7,1.77,1.502,6374.0,4.193,12.643,0.6019405713945456,638
7905106,K04582.01,PC,2454965.3611,4.22426989,4.22,13.6,0.35,0.883,5735.0,4.501,11.756,0.5999322393615854,639
8396288,K05512.01,PC,2454970.39662,8.5852872,2.834,1406.0,3.02,0.818,5488.0,4.57,16.565,0.5996648707625979,640
9278216,K04710.01,PC,2454968.7805,9.4527721,3.817,197.3,1.3,0.857,5973.0,4.547,15.58,0.5982984350933385,641
9472341,K05682.01,PC,2455006.8395,46.969389,1.944,1875.0,7.45,1.717,5401.0,3.885,16.224,0.5968983119818512,642
7661893,K04296.01,PC,2454966.15177,2.49385348,1.414,46.9,0.59,0.85,5615.0,4.477,13.03,0.5965550763523771,643
12116489,K00547.02,PC,2454967.5155,7.34672485,2.136,143.0,0.97,0.821,5271.0,4.578,14.773,0.5954685319756119,644
10460629,K01168.01,PC,2455061.44988,856.672115,23.144,858.1,3.87,1.309,6449.0,4.232,13.997,0.5914950909662803,645
6859546,K06777.01,PC,2454970.24788,13.4450174,2.118,196.2,1.08,0.759,5003.0,4.553,15.256,0.5907797227212741,646
