tic_id,toi,disposition,epoch_bjd,period/days,duration/hours,depth,planet_radius,stellar_radius,stteff,logg,tess_mag,prob_planet,rank
7047922,K01899.02,PC,2454973.0656,10.5226374,3.864,68.9,1.08,1.175,6327.0,4.327,14.563,0.28675230074832414,969
8677057,K07903.01,PC,2454964.93244,0.694611128,1.115,98.8,0.64,0.662,4612.0,4.646,15.7,0.2858817644339125,970
2970670,K06299.01,PC,2454964.87955,0.947554749,1.097,65.4,0.67,0.84,5508.0,4.569,13.853,0.2838050034476829,971
10000941,K04146.02,PC,2454965.17126,2.5738437,1.92,46.6,0.57,0.854,5115.0,4.477,13.632,0.28296492121016426,972
11905409,K03312.01,PC,2454972.01706,18.0939004,3.294,467.3,1.91,0.867,5904.0,4.543,15.739,0.28228923280099455,973
10339000,K05787.01,PC,2454980.9367,69.775633,9.205,140.9,1.19,0.983,6224.0,4.413,14.333,0.28190337520121356,974
7833305,K04528.01,PC,2454972.67706,8.31224474,2.663,70.8,10.63,0.816,5421.0,4.483,13.019,0.2809995164150473,975
12102775,K05953.01,PC,2455093.7921,370.84786,13.966,1440.0,4.03,0.886,5291.0,4.539,15.479,0.279887887996333,976
6277410,K07774.01,PC,2454966.27081,6.32589574,1.383,192.5,1.14,0.818,5749.0,4.568,15.421,0.27787011915114246,977
9581589,K04877.01,PC,2454967.5614,5.19206571,3.716,66.6,0.99,1.075,6322.0,4.426,14.423,0.27710275754958197,978
3103473,K04395.01,PC,2454964.72678,1.920062587,1.437,226.8,1.12,0.741,5266.0,4.611,15.686,0.2768877572586637,979
3230491,K01096.01,PC,2455148.33083,1500.0,7.109,9592.0,9.8,0.76,5606.0,4.597,14.709,0.27641473251839227,980
8227464,K06994.01,PC,2454968.5815,4.25907841,4.513,28.1,0.7,1.316,5560.0,4.173,12.832,0.27410101761569033,981
12208631,K02449.02,PC,2454964.59612,0.912351255,1.072,111.8,1.46,1.036,5481.0,4.369,15.114,0.27366569203026964,982
6607447,K01242.01,PC,2455116.236289,99.6442783,5.1772,3215.6,8.48,1.016,6102.0,4.447,13.75,0.2734833794028338,983
8958939,K07117.01,PC,2454968.0352,8.2927558,4.784,103.3,1.01,0.943,6146.0,4.497,15.382,0.2729718837856665,984
12067960,K07510.01,PC,2454968.84466,5.60682001,2.714,150.7,1.04,0.853,5699.0,4.553,15.289,0.27289495773128836,985
7829836,K05433.01,PC,2455153.1617,237.819002,11.324,614.2,2.55,1.035,5878.0,4.424,14.573,0.27169701267900387,986
11286311,K07432.01,PC,2454976.31,13.1538409,11.56,104.6,1.03,1.008,5443.0,4.36,15.007,0.2708687258599834,987
8624520,K01816.01,PC,2454964.667897,10.240611361,0.9617,2958.0,3.9,0.64,5227.0,4.623,15.408,0.26830547753385897,988
9832379,K05715.01,PC,2455121.3907,189.961729,12.46,699.9,1.93,0.742,5335.0,4.613,15.713,0.2670995053589576,989
12016267,K02590.02,PC,2454967.4333,22.7909233,9.565,53.6,1.38,1.642,6311.0,4.116,11.638,0.26481078843305517,990
11135694,K04896.02,PC,2455005.1948,49.537365,9.862,201.7,1.48,1.023,6118.0,4.416,15.451,0.26462298049846245,991
10601163,K05812.01,PC,2454965.123,3.1318392,1.632,159.9,1.5,1.159,6070.0,4.246,14.122,0.26430391234571515,992
4844367,K04498.01,PC,2454981.6441,17.1622587,4.668,312.2,22.42,0.939,5729.0,4.509,14.841,0.2640623955478003,993
8098212,K04487.01,PC,2454967.16018,3.48754109,1.811,85.1,0.72,0.783,5252.0,4.593,14.371,0.2630109179038264,994
6716021,K02679.01,PC,2454977.80528,110.7556272,6.819,8067.0,29.64,2.668,6525.0,3.772,13.455,0.2629150909019735,995
4995716,K06484.01,PC,2454979.7978,16.1191449,3.039,262.2,1.34,0.783,5319.0,4.514,15.696,0.26277969743666707,996
6451368,K07780.01,PC,2454965.605,5.3360574,3.877,54.7,1.52,2.032,6742.0,3.925,12.691,0.26164101354315844,997
10003058,K04519.01,PC,2454972.60402,148.568877,4.399,404.4,5.97,2.985,5814.0,3.68,14.744,0.259717546190076,998
9674789,K05704.01,PC,2454967.6749,96.16705,2.775,270.7,1.15,0.716,5147.0,4.617,13.419,0.2593279488618506,999
8429817,K05515.01,PC,2454967.897906,6.263491873,0.8513,2829.0,6.46,1.194,6247.0,4.255,13.952,0.2574324022272431,1000
9974142,K06214.02,PC,2455010.697,154.536881,15.44,258.5,4.1,2.522,6049.0,3.728,13.654,0.25685423686342196,1001
9459162,K04818.01,PC,2454966.289,3.79892774,4.112,47.0,1.46,2.106,6831.0,3.971,13.008,0.25637556881284296,1002
12417486,K00622.01,PC,2455046.49978,155.042265,9.848,4880.9,26.44,3.322,4994.0,3.509,14.932,0.2552813536900569,1003
11599937,K05915.01,PC,2455000.22072,37.6259039,3.91,411.0,1.81,0.871,5874.0,4.542,15.013,0.25225172019928976,1004
5431027,K04558.01,PC,2454969.8921,8.8233996,6.735,104.6,1.13,1.121,5602.0,4.269,14.598,0.25196994640457004,1005
11350118,K04509.01,PC,2454967.71007,12.003678,2.799,281.7,0.97,0.594,4328.0,4.654,15.675,0.25038525930800065,1006
5456979,K06579.01,PC,2454964.5439,2.6528082,2.297,153.1,1.17,0.935,5778.0,4.48,15.668,0.24961012761851203,1007
2307199,K00151.01,PC,2454965.830555,13.4471791,3.0454,1428.2,5.24,1.041,6276.0,4.405,14.0,0.24832334037615308,1008
10848097,K07380.01,PC,2454970.49449,15.9474242,1.127,191.7,1.21,0.877,5472.0,4.44,14.801,0.2480056845829854,1009
7768451,K01527.01,PC,2454995.87962,192.667139,5.443,1148.3,3.64,0.878,5401.0,4.487,14.879,0.24760008755270405,1010
7672215,K05411.01,PC,2454975.5962,11.1734401,4.545,61.3,1.4,1.752,7372.0,4.142,13.335,0.24641827841026837,1011
10665749,K07359.01,PC,2454968.17679,4.237447181,0.3792,350.1,2.26,0.993,5993.0,4.425,15.504,0.24618797510152093,1012
11618569,K04792.01,PC,2454965.16301,5.75902182,2.687,70.8,0.91,1.066,6247.0,4.433,14.199,0.24618440690578783,1013
7021681,K00255.02,PC,2454973.3975,13.6032081,2.592,180.5,0.75,0.511,3780.0,4.746,15.108,0.2432021973177103,1014
4074736,K01328.01,PC,2454993.97672,80.9669561,2.5276,4733.0,5.04,0.737,5611.0,4.61,15.671,0.24249810308952338,1015
4262040,K03202.01,PC,2455044.1951,92.461135,14.344,122.4,2.86,2.648,5132.0,3.675,11.784,0.24090925201727897,1016
9203154,K07144.01,PC,2454964.69426,0.839907158,1.019,119.6,0.92,0.853,5120.0,4.478,15.695,0.23956718124548285,1017
9947389,K04460.01,PC,2454975.0923,284.727213,10.299,355.3,2.02,1.08,5497.0,4.332,14.636,0.2395513027357147,1018
6763884,K06763.01,PC,2454966.00092,2.44693823,0.954,26.4,0.56,1.033,5821.0,4.419,12.16,0.23928470307109717,1019
11658036,K04771.01,PC,2455045.0311,142.703888,5.808,225.5,1.95,1.289,6701.0,4.326,13.964,0.23781416411105635,1020
8360041,K04854.01,PC,2454966.97919,2.63527677,1.997,70.4,0.76,0.864,5215.0,4.496,14.342,0.2373016970897164,1021
9772531,K00950.01,PC,2455016.4076137,31.201692472,2.15663,34514.0,8.31,0.449,3748.0,4.796,15.798,0.2370675437491596,1022
6947623,K06793.01,PC,2454966.57658,3.62657392,1.791,98.5,0.79,0.8,5416.0,4.579,14.835,0.23706002438675497,1023
11970988,K04129.01,PC,2454966.04857,2.31482311,2.127,58.6,0.69,0.923,5240.0,4.428,13.506,0.23688418157339583,1024
6871071,K02220.05,PC,2454966.74078,11.9294568,3.193,132.3,1.05,0.9,5975.0,4.48,14.686,0.23679579295583128,1025
7294743,K02516.01,PC,2454966.40821,2.81043228,3.874,47.4,1.43,2.079,5415.0,3.868,13.388,0.23671217865102664,1026
8709688,K03019.02,PC,2454964.5688,2.012094,2.157,74.8,0.99,1.162,5633.0,4.296,14.927,0.23130913793514518,1027
8355178,K06178.02,PC,2454975.4542,33.814176,7.69,222.6,1.49,0.996,6122.0,4.471,15.863,0.23055437963295067,1028
10155029,K03208.01,PC,2454966.13431,2.131660527,1.8585,32.2,0.56,0.997,5849.0,4.426,11.893,0.22977690030003978,1029
7366501,K07834.01,PC,2454970.5646,7.3812344,2.802,104.5,1.0,0.923,6072.0,4.51,15.051,0.2290020056339222,1030
5091479,K07715.01,PC,2454973.2048,25.8616058,7.78,123.0,1.12,0.884,6067.0,4.524,15.183,0.22879893768438228,1031
6792908,K04341.01,PC,2454969.6142,10.778313,5.256,90.7,1.25,1.258,6726.0,4.262,13.264,0.22818421174220177,1032
5380812,K06570.01,PC,2454969.435,16.214474,4.149,161.7,3.53,2.637,6801.0,3.833,10.896,0.22808301460180758,1033
10394802,K05790.01,PC,2455062.75414,178.266978,5.276,1857.0,3.71,0.713,4899.0,4.624,15.518,0.22680771023682988,1034
10873178,K04597.01,PC,2454967.81355,4.82025124,2.129,94.1,0.78,0.777,6035.0,4.591,14.639,0.2253168542357198,1035
10862759,K08035.01,PC,2454984.8669,29.4856392,4.27,105.0,1.46,1.407,6870.0,4.266,13.783,0.22480830672835186,1036
4832837,K00605.02,PC,2454964.94499,5.06546874,2.203,121.1,0.62,0.557,3939.0,4.705,14.915,0.22463610490739896,1037
7272132,K04466.01,PC,2455010.3621,154.674369,9.35,435.8,2.29,1.002,6338.0,4.449,15.015,0.2236717386355093,1038
8364232,K07882.01,PC,2454973.2325,65.415183,4.224,417.1,1.31,0.646,4348.0,4.62,15.559,0.22341644855761053,1039
4055765,K00100.01,PC,2454974.15324,9.9664004,5.0127,1619.0,16.89,3.079,6638.0,3.664,12.598,0.22249844347701536,1040
7204233,K05371.01,PC,2454982.4642,33.3037881,3.003,272.4,1.14,0.713,4899.0,4.624,14.733,0.22241934861222715,1041
2986833,K04875.01,PC,2454964.81174,0.912179022,1.332,144.6,0.65,0.555,3880.0,4.722,15.783,0.2212050864724188,1042
9086154,K04060.01,PC,2455057.9887,225.26213,14.459,389.2,2.36,1.191,5799.0,4.276,13.841,0.218435217408697,1043
10665228,K07358.01,PC,2454970.2423,11.3251153,2.126,297.2,1.26,0.727,5334.0,4.574,15.995,0.21405891666822935,1044
7051180,K00064.01,PC,2454990.54316,1.951082219,1.6975,1151.8,10.35,2.426,5302.0,3.768,13.143,0.2137646473759511,1045
6345758,K06689.01,PC,2454965.0176,3.37116682,4.708,71.4,0.98,1.163,5653.0,4.288,15.03,0.2125447818805913,1046
5544450,K03226.02,PC,2454966.98309,6.93650854,3.674,88.7,1.51,1.574,6615.0,4.173,12.209,0.21183760533512785,1047
6034379,K05226.01,PC,2454966.929,249.35154,13.76,1637.0,4.42,1.0,5780.0,4.438,13.931,0.21066044145793644,1048
9166700,K05632.01,PC,2454967.96749,264.466625,6.371,437.3,2.61,1.236,6551.0,4.337,11.154,0.21014628528602577,1049
5299459,K01576.03,PC,2454979.3627,23.3397956,1.923,125.1,1.23,1.084,5671.0,4.36,14.072,0.2085235458846036,1050
7009548,K05341.01,PC,2454977.63985,15.18575582,0.633,256.7,2.26,1.339,6311.0,4.207,12.493,0.20691531946682692,1051
6300348,K00212.01,PC,2454972.231637,5.69590202,3.5661,4921.1,6.61,0.94,6106.0,4.497,14.858,0.20632442328093456,1052
7205717,K05372.01,PC,2455046.4113,212.60398,5.74,188.5,1.64,1.207,5834.0,4.284,14.01,0.20612610250480973,1053
9881660,K05727.01,PC,2454987.47727,65.3558881,2.165,1158.0,2.61,0.764,4703.0,4.55,15.676,0.20598103404405968,1054
5475431,K01546.01,PC,2454966.932419,0.917568975,2.0654,15805.0,11.92,0.893,5713.0,4.541,14.456,0.20597332244404243,1055
10967168,K05845.01,PC,2454977.87,22.2659599,4.816,61.3,1.18,1.492,6888.0,4.223,11.299,0.20436246312782394,1056
9955262,K00076.01,PC,2454987.70734,77.4794704,10.1151,1237.0,10.33,2.909,6711.0,3.73,10.143,0.20278292386918834,1057
7287677,K04815.01,PC,2454982.4627,18.3721835,3.738,152.5,1.12,0.83,5937.0,4.558,14.965,0.20164569037942098,1058
10158418,K01784.01,PC,2454968.024066,5.007414194,1.3584,4413.9,8.8,1.042,5957.0,4.417,13.592,0.20062681798700316,1059
7671950,K07846.01,PC,2454967.8329,10.5994606,9.484,128.8,1.28,1.069,6194.0,4.445,15.284,0.1999752521009763,1060
5184709,K01670.01,PC,2454974.07251,10.57910009,1.4553,329.3,2.03,1.093,6323.0,4.418,14.572,0.1994478338655622,1061
5531953,K01681.04,PC,2454981.52144,21.9139549,3.271,584.4,10.39,0.42,3638.0,4.844,15.855,0.19941039743047725,1062
2301068,K06263.01,PC,2454967.38829,8.60965352,2.218,63.2,3.33,4.233,5418.0,3.447,12.765,0.1985799813623966,1063
2569995,K07634.01,PC,2455010.3473,80.84069,8.567,9326.0,15.11,1.597,5511.0,4.069,17.187,0.19807281493686854,1064
6779260,K02678.02,PC,2454964.5607,2.2165905,1.0,28.7,0.48,0.831,5397.0,4.543,11.799,0.19771651109909694,1065
7812893,K06919.01,PC,2454969.37744,8.7998722,1.153,270.3,1.09,0.675,4298.0,4.603,15.86,0.19725920379458747,1066
7287028,K07832.01,PC,2454965.463,3.6092231,2.8,52.4,0.68,0.929,6032.0,4.508,13.534,0.19713437052427504,1067
7747103,K07847.01,PC,2455133.0792,399.37587,21.25,552.2,3.93,1.618,6098.0,4.069,13.281,0.19601625238164283,1068
2859893,K04418.01,PC,2455053.9235,333.03842,5.948,1260.0,3.19,0.903,5743.0,4.534,15.954,0.1956782955310178,1069
2572029,K04581.01,PC,2454966.404,6.0059966,3.096,39.2,0.73,1.16,6103.0,4.331,13.549,0.19567798345987925,1070
11904835,K08068.01,PC,2454971.45,9.4640413,6.999,209.9,1.28,0.881,5968.0,4.534,15.807,0.19517658000625196,1071
6508221,K00416.03,PC,2454972.16424,9.74765878,2.62,102.0,0.78,0.738,5176.0,4.612,14.29,0.19436119507169078,1072
6934045,K05336.01,PC,2455000.0573,265.741374,18.078,273.4,3.24,1.859,6537.0,4.044,13.491,0.19433618267088493,1073
6675757,K05310.01,PC,2454985.37929,22.2903562,1.623,130.4,1.13,1.0,5597.0,4.418,13.993,0.1933866623897709,1074
5687700,K04587.01,PC,2454964.8069,6.36283414,3.752,159.4,1.12,0.883,5955.0,4.534,15.567,0.19262894229778446,1075
6891124,K07796.01,PC,2454967.1864,3.52364689,3.439,74.2,0.94,1.085,6269.0,4.412,14.46,0.1918899881639805,1076
10610039,K04577.02,PC,2454967.17117,3.07365139,2.102,90.5,0.79,0.831,6068.0,4.565,14.894,0.1913237089945331,1077
4935172,K02962.01,PC,2454964.73552,2.17291055,2.139,76.4,0.93,1.045,6164.0,4.446,14.229,0.19073738025937068,1078
7416306,K05388.01,PC,2454991.9242,137.396194,17.61,155.4,3.38,2.655,5425.0,3.704,13.668,0.18878245759596113,1079
6231721,K07773.01,PC,2454964.9006,2.69339974,1.936,147.5,1.04,0.863,5355.0,4.511,15.673,0.1882812598270551,1080
2305866,K02610.01,PC,2454978.9415,24.1073172,10.465,104.2,2.74,2.517,6585.0,3.813,12.605,0.1875696810616302,1081
10089123,K07283.01,PC,2455060.9768,134.413808,13.907,206.1,1.69,1.187,6013.0,4.37,14.262,0.18441312126258338,1082
10610039,K04577.01,PC,2454977.41965,105.997107,3.751,430.8,1.83,0.831,6068.0,4.565,14.894,0.1841005035110145,1083
3934657,K07676.01,PC,2454966.8117,5.3694084,3.949,40.0,0.62,0.869,5753.0,4.538,13.786,0.18262549822112484,1084
9110610,K04839.01,PC,2454983.82731,21.8420304,3.843,79.5,2.01,2.241,6194.0,3.813,13.547,0.18261209357592456,1085
11013201,K00972.02,PC,2454956.49907,7.82187328,3.8417,42.2,2.78,4.24,7221.0,3.488,9.275,0.18091443063935353,1086
11904704,K07489.01,PC,2454964.66357,0.565713361,0.954,86.4,0.81,0.881,5220.0,4.48,14.722,0.1797284018315377,1087
10730703,K02327.02,PC,2455006.2164,46.331703,4.514,299.9,1.39,0.815,5477.0,4.571,15.378,0.17915287368815372,1088
10815677,K07376.01,PC,2454965.65223,1.284241817,1.965,166.5,1.18,0.919,5849.0,4.517,15.674,0.17615559177536405,1089
10977671,K05846.01,PC,2455013.0893,199.064336,13.623,265.0,6.12,3.436,5157.0,3.541,14.323,0.1756396083848262,1090
8107611,K04656.01,PC,2454966.90812,3.8183717,2.687,50.8,1.39,1.692,6738.0,4.109,13.821,0.17537576803528465,1091
6878408,K06786.01,PC,2455414.8806,455.62395,13.07,1112.1,3.0,0.892,5883.0,4.53,15.975,0.1741286220963877,1092
11443757,K08054.01,PC,2455002.335,43.9088053,6.265,297.8,7.33,4.303,5216.0,3.402,13.589,0.1731836477328601,1093
5706595,K02183.03,PC,2455038.2811,150.381954,4.968,396.1,2.26,0.954,5569.0,4.459,15.198,0.17270971808317234,1094
6356400,K07776.01,PC,2455159.8745,541.92452,21.4,1504.2,3.15,0.614,4378.0,4.64,15.671,0.17183037338321303,1095
6887030,K07795.01,PC,2454967.29408,5.44085762,2.119,137.5,0.97,0.762,5519.0,4.59,14.81,0.17062670863614776,1096
10685764,K05822.01,PC,2454966.29332,17.634272,1.387,76.7,1.69,1.979,4885.0,3.815,12.31,0.16975274072022664,1097
4241238,K05048.01,PC,2455042.39452,138.333748,2.391,603.6,6.28,2.547,4948.0,3.588,13.419,0.1682715957278089,1098
6359320,K01127.03,PC,2455186.81531,2.83668931,3.031,166.1,1.19,0.921,5831.0,4.517,15.808,0.16818207321067719,1099
12020376,K05950.01,PC,2455056.4128,109.43946,3.801,187.1,1.0,0.741,5359.0,4.611,13.718,0.16755329896909327,1100
10098540,K05764.01,PC,2455206.7304,286.02266,10.43,1036.0,2.03,0.637,4368.0,4.624,15.45,0.16731634491534772,1101
11918099,K00780.02,PC,2454970.75545,7.2406612,0.558,556.4,19.45,0.765,5005.0,4.595,15.334,0.1660208955679801,1102
6869373,K05331.01,PC,2454992.9712,31.5034587,3.315,210.6,1.17,0.823,5269.0,4.567,15.164,0.16558849047688537,1103
7285757,K03271.02,PC,2454966.51738,7.41834569,2.462,234.0,1.12,0.732,5549.0,4.6,15.717,0.1655639961623597,1104
11973517,K04862.01,PC,2454964.51926,0.903763067,0.562,267.5,1.08,0.651,4430.0,4.616,15.697,0.16547678604484886,1105
4813793,K07708.01,PC,2454966.17733,6.70242786,1.221,65.3,1.82,2.224,5466.0,3.735,12.954,0.16533536138737565,1106
12121701,K05956.01,PC,2455054.6137,212.646179,2.539,953.0,3.19,1.03,6108.0,4.466,15.611,0.16487218851537166,1107
11342550,K01421.01,PC,2455357.27995,1693.6636225,22.604,9515.3,10.23,1.021,5923.0,4.445,15.305,0.16480616759485306,1108
8242769,K07875.01,PC,2454970.6914,21.9711574,5.012,178.1,1.32,0.997,5763.0,4.436,15.57,0.16381934557038855,1109
10647452,K04366.01,PC,2454964.9157,0.762950224,1.133,187.3,1.0,0.731,5385.0,4.61,15.556,0.1630336359935814,1110
4078157,K01319.02,PC,2455008.9722,142.685885,3.792,1195.0,2.76,0.799,5767.0,4.57,15.484,0.16212565313482682,1111
6670742,K06753.01,PC,2454989.753,72.28198,2.478,1265.0,13.11,3.627,7694.0,3.631,9.277,0.1618964602976618,1112
7687365,K06904.01,PC,2454987.35223,26.1556767,1.542,295.0,1.28,0.76,5204.0,4.573,15.425,0.16100626736008417,1113
4471313,K05066.01,PC,2455007.2529,110.089267,1.575,1018.0,2.4,0.75,5465.0,4.6,15.792,0.16079367909931142,1114
9588862,K07195.01,PC,2454966.42423,5.89773974,2.243,77.9,1.0,1.126,6300.0,4.371,14.742,0.16001949494367265,1115
7199060,K04152.01,PC,2455024.65639,64.1862264,8.485,507.3,8.0,2.758,6951.0,3.766,12.972,0.1593578067620411,1116
10663738,K04698.01,PC,2454970.2755,8.5275894,2.959,112.5,1.28,1.193,6469.0,4.385,14.765,0.15912294253715215,1117
9958962,K00593.04,PC,2455001.3047,240.192808,9.72,605.8,2.68,0.977,6004.0,4.484,14.957,0.15865223490975908,1118
11358305,K08052.01,PC,2454966.2612,7.8687123,3.739,89.1,1.73,1.692,6738.0,4.109,13.41,0.1584672834332155,1119
5697395,K05192.01,PC,2454993.0628,50.55398,6.159,199.7,0.94,0.687,4895.0,4.609,14.867,0.15837531463475185,1120
3545478,K00366.01,PC,2455040.713987,75.1122132,4.9458,3751.5,23.23,3.354,6201.0,3.616,11.714,0.157990491388709,1121
8091197,K06960.01,PC,2454965.8804,4.88698386,1.127,125.4,1.2,1.009,6152.0,4.464,13.873,0.15797734349382533,1122
10264293,K07301.01,PC,2454979.3809,20.9525604,3.986,232.9,1.19,0.72,4885.0,4.61,15.645,0.15784731200927773,1123
4773392,K04367.01,PC,2454996.95737,170.995748,3.88,477.1,4.9,1.983,6127.0,3.991,13.985,0.15774346086410174,1124
6603765,K06739.01,PC,2454972.8244,19.164111,2.773,215.9,1.11,0.674,5103.0,4.65,15.455,0.15763372437659165,1125
7830953,K05434.01,PC,2455222.8661,581.87357,14.64,905.6,2.96,0.992,5897.0,4.489,15.738,0.15745224314473105,1126
7461521,K06882.01,PC,2454965.1961,0.7735301,1.335,185.4,1.87,1.35,6296.0,4.217,14.752,0.15715303175006393,1127
9456887,K05677.01,PC,2454981.7293,20.5142642,3.524,153.2,1.14,0.936,5221.0,4.422,14.9,0.15695048943975404,1128
5466109,K06582.01,PC,2454966.92077,2.43135542,1.401,123.6,1.07,0.955,6231.0,4.488,15.225,0.155103945996823,1129
4147444,K03880.01,PC,2454964.51365,1.803697292,1.5922,69.7,1.0,1.166,6438.0,4.33,10.762,0.15452439060161927,1130
8227086,K06993.01,PC,2454974.604,13.8086331,3.613,207.1,1.09,0.761,5515.0,4.568,15.567,0.15437046100918886,1131
8822421,K06188.01,PC,2454965.13077,1.645319649,1.635,1082.0,2.46,0.756,5416.0,4.603,15.517,0.1532893721690192,1132
11601972,K05919.01,PC,2455097.8759,290.196139,13.698,281.0,2.35,1.403,6238.0,4.224,13.511,0.1526867280173348,1133
8218379,K01920.02,PC,2454970.7149,10.1384691,4.026,92.8,0.74,0.779,5483.0,4.589,14.64,0.15250755581536243,1134
11068630,K07404.01,PC,2454964.90509,1.817079849,0.889,204.6,1.39,0.963,5808.0,4.503,15.591,0.1524219628494734,1135
11071200,K02696.01,PC,2455047.74931,96.4562198,11.195,950.5,9.1,2.704,7029.0,3.806,12.998,0.15085181057866734,1136
6187508,K06672.01,PC,2454965.92343,2.28494301,1.01,161.8,1.0,0.789,5396.0,4.571,15.181,0.15065938485510216,1137
9227215,K07931.01,PC,2455014.746,242.0367,11.01,333.3,2.11,1.116,6086.0,4.36,15.055,0.15048341289135875,1138
9300066,K05653.01,PC,2454987.3037,188.664098,5.179,960.0,2.02,0.672,4788.0,4.599,15.545,0.15010556455332566,1139
10850327,K05833.01,PC,2455303.35369,440.171272,12.217,783.5,5.97,1.679,6261.0,4.001,13.014,0.14946553302749357,1140
3972432,K06375.01,PC,2454967.3193,2.90805147,2.812,103.1,0.97,0.869,5889.0,4.543,14.557,0.1491454830828222,1141
2852941,K04298.01,PC,2454965.62547,2.89494709,3.254,45.8,1.16,1.684,7087.0,4.137,13.458,0.14720535670722512,1142
9943009,K07258.01,PC,2454965.1228,2.4376438,1.587,27.1,0.79,1.53,5927.0,4.117,12.66,0.1471022926973306,1143
9909965,K07252.01,PC,2454972.1299,10.2170589,2.259,121.3,1.17,1.054,6211.0,4.384,14.455,0.146793537232349,1144
11401253,K04823.01,PC,2454968.55399,4.96504981,2.212,50.7,1.51,2.011,5339.0,3.823,12.739,0.14653982967722728,1145
12265786,K04595.01,PC,2454964.71277,0.597018404,0.4778,245.4,1.09,0.63,4985.0,4.675,15.509,0.1451903819216621,1146
3660581,K07662.01,PC,2454964.9997,4.72519164,3.751,98.8,3.98,3.831,6655.0,3.49,12.358,0.14433219804583156,1147
8915379,K05583.01,PC,2454973.6753,20.5858591,3.069,260.2,1.31,0.753,5523.0,4.526,15.306,0.14423607259718418,1148
11547869,K03749.01,PC,2454965.90239,10.72725536,1.7541,56197.0,12.85,0.268,3324.0,5.006,16.415,0.1441628601476315,1149
9015738,K01616.02,PC,2454995.2065,34.775371,2.93,38.8,0.67,1.047,6028.0,4.459,11.538,0.14336517169916443,1150
11013201,K00972.01,PC,2455094.539434,13.118962443,4.3045,372.2,8.25,4.24,7221.0,3.488,9.275,0.14315123042938452,1151
8881169,K07106.01,PC,2454965.25191,5.01880305,1.823,98.7,1.08,1.083,6220.0,4.398,14.541,0.14291841649581508,1152
11358389,K02163.03,PC,2454986.7452,28.2251049,2.354,201.3,1.59,1.021,6014.0,4.436,14.651,0.1423387226299136,1153
9008103,K03283.03,PC,2455038.7369,87.707513,2.184,578.0,1.72,0.721,4944.0,4.614,15.322,0.1415278285899981,1154
11074835,K02533.03,PC,2454978.5641,26.1152887,12.54,70.0,2.38,2.912,5190.0,3.63,13.274,0.14120923098507046,1155
9147029,K05626.01,PC,2455251.76194,397.499229,8.019,2629.7,6.57,1.231,6423.0,4.37,15.312,0.1406426341761044,1156
11129145,K05870.01,PC,2455071.008,132.114,2.514,216.8,0.75,0.523,4342.0,4.715,13.586,0.14034458343676917,1157
5385410,K04323.01,PC,2454972.38053,11.49589567,2.256,108.3,1.59,1.506,6290.0,4.133,13.582,0.13827472757796078,1158
7778664,K07849.01,PC,2454968.5595,5.0263815,4.384,77.2,0.84,0.962,5783.0,4.418,14.877,0.13754212225764542,1159
2985587,K02807.01,PC,2454967.21319,3.375716723,1.5436,175.7,2.34,1.282,6310.0,4.273,13.91,0.13696393948620605,1160
9514372,K04242.01,PC,2455048.0441,145.786556,4.891,378.0,1.82,0.95,5578.0,4.44,14.41,0.13609588165212186,1161
6045404,K05231.01,PC,2455038.1282,78.876125,4.912,472.3,2.03,0.927,6046.0,4.509,15.819,0.13476500905717279,1162
10602291,K00210.01,PC,2454972.325791,20.92735802,3.4256,8091.0,17.36,1.109,6126.0,4.358,14.877,0.13263092470964166,1163
7620413,K02103.02,PC,2454964.50911,3.66520844,3.308,65.8,0.82,1.029,5579.0,4.389,14.736,0.13196019315679547,1164
9588822,K04388.02,PC,2455024.9736,61.858947,21.32,70.8,2.47,2.817,5529.0,3.685,12.045,0.13061122915518106,1165
6268648,K01613.02,PC,2455029.7503,94.094392,10.833,46.6,0.9,1.308,6099.0,4.193,11.049,0.1292493574148741,1166
9468848,K08183.01,PC,2454968.03738,5.8877038,4.009,39.7,0.6,0.947,6065.0,4.495,13.811,0.12715859978748414,1167
10452252,K08012.01,PC,2454969.2275493,34.573718512,2.1742,399.0,0.42,0.218,3374.0,5.066,15.708,0.1267237227217128,1168
12154526,K02004.03,PC,2454965.76068,1.72110057,1.922,29.7,0.7,1.176,5700.0,4.327,13.351,0.12642783541399646,1169
9340411,K07162.01,PC,2454964.7314,5.1581317,7.773,37.9,2.02,3.355,5155.0,3.511,13.031,0.12399122542625278,1170
10811496,K00753.01,PC,2455008.850252,19.89913995,1.7822,10829.0,14.6,0.868,5853.0,4.544,15.436,0.12250102454118884,1171
8301878,K03301.01,PC,2454973.89982,20.7106368,2.693,142.5,1.12,0.901,5631.0,4.478,14.18,0.12203591723280212,1172
10751908,K07370.01,PC,2454968.29081,4.48538145,2.297,168.1,0.96,0.737,5654.0,4.607,15.457,0.12144132429727139,1173
12645057,K04497.01,PC,2454968.76099,6.83006228,3.315,187.4,1.09,0.8,5807.0,4.576,15.17,0.1210535769160159,1174
6197658,K05247.01,PC,2454995.5448,282.0309,14.69,782.0,3.22,1.137,6343.0,4.411,14.81,0.11985872631088083,1175
12105086,K05954.01,PC,2454992.8067,73.908995,3.916,100.5,0.94,0.918,5865.0,4.518,13.144,0.11930130065278233,1176
